,title,date,content
345,Re: [討論] 大家覺得怎樣才叫真正的撐香港?,5/22,"[':', ': 中正一原兇講這個實在...', ': 所以我一直很肚爛當年太陽花號召佔領行政機關的那群人', ': 我是非常知所進退知道自己在幹嘛何時該幹嘛的', ': 革命要成功，不流血不可能', ': 看看歐洲的三十年戰爭就知道', ': 民進黨什麼都沒做 中國還是認定是民進黨搞鬼撐香港', ': 你先說服國台辦認定 民進黨沒有作為 笑一笑就好', ': 中國怎麼想很重要嗎？', ': 把他當智障就好', ': 你會想跟智障對話嗎', ': 你根本不理解秦政無產階級帝國擴張的恐怖性質', ': 中國就是統治成本消耗極大的吏治帝國型態，看他汲', ': 取養分的對象是本國韭菜還是滅亡他國', ': 願你十年後想法也不會變', ': 基本上符合你的主張的人叫做齊王田建，那樣下場就是', ': 坐以待斃了', ': 沒有身處其中的人當然風涼話講得特別順', ': ch應該是芒果乾吃太多，從阿扁時代就說中國要打過來了，', ': 好可怕，所以票投dpp', ': 現在2020了，我們亡國了嗎？沒有', ': 若沒有，您在怕什麼', ': 維吾爾族人就是什麼都沒做，結果一堆人死在集中營', ': 五股王整天來政黑是想逗大家開心嗎？', ': 講真的說風涼話的是各位 在安全地方叫別人去死', ': 我是從來沒有烙資格論過 真的要烙的話 各位哪一個', ': 今天香港處境的確很危險，畢竟跟中國連在一起', ': 可是台灣不一樣，有台灣海峽這道天然屏障，死阿陸敢貿然', ': 打過來？', ': 不是鍵盤派 有革命經驗過 頗呵', ': 通篇搞笑', ': 同樣的維吾爾族與香港都是中國領土', ': 他們的行政長官多半中國派去的', ': 與台灣不一樣', ': 所以拿香港來比台灣根本引喻失義', ': 中國合法領土範圍很小的', ': 等等所以ZM大大衝進行政院過？', ': 我這理解沒有錯吧', ': 就高中學過的歷史，中國的範圍是老母雞', ': https://i.imgur.com/H6JUltM.jpg', ': https://i.imgur.com/rE8gS9E.png', ': 重點不是拿香港新疆跟台灣比 而是在突顯中共的惡劣與沒信用', ': 個人希望香港人快移民，香港是中國的，不要期待民主', ': 讓台灣的友共派心痛痛 士氣低落', ': 自介？', ': 先想想中共沒信用的原因是什麼，就知道下一個中國政', ': 權也會一樣', ': 聽說李克強沒提到九二共識 友共派還要不要繼續吹九二好棒棒?', ': 我們以前國中學的是秋海棠，長大後才驚覺真正中國人', ': 只有河南陝西附近那塊，其他地方基本上就是殖民地', ': 河南的中國人早就死光了，現在都是外族進來替換人口的', ': 替換人口很正常，替換的過程同時也是漢化腐化，所以', ': 把河南人叫做中國人並沒有錯，基本上那邊基因大換', ': 血已經三次，但是最終都是費拉化，現在的河南人基', ': 本上就是色目+女真血統', ': 這點就像英國人的血統換了好幾次，但是英國文人還是', ': 吹噓亞瑟王進軍羅馬的偉大功業一樣', ': 你要這樣講我也可以說純種中國人早就不存在了', ': 純種中國人在唐朝早就跟匈奴、鮮卑、氐、羌、羯混血了', ': 無聊', ': 樓上的歷史多補補，你以為五胡亂華只有一次嗎？', ': 我有說只有一次嗎？', ': 我是說唐朝人早就跟胡人混血了', ': 孔子自己就混血', ': 難道沒有下一個習近平嗎= =比命長咧笑爛', ': 人家包圍中正一讓洪崇晏坦砲火的鍵盤大師你敢嘴？', ': 我看內文根本就在自己自介啊XDDD', ': 讓洪崇晏坦？你哪位啊？你當時在哪？', ': 鍵盤嘴砲魔 死邊緣人', ': 當年手毛大師鍵盤登高一呼，現場卻不敢出來面對，衝', ': 組鴿派全部人亂成一團，大家各自罵各自的毫無組織，', ': 要不是雖洨的洪出來控場搞不好就暴動吃子彈了，比港', ': 青還廢還沒文化，鍵盤大濕根本中正一妖西', ': 所以黃之鋒應該覺得林飛帆很煩吧  XD', ': 人家要低調熬時間  非凡公子又要拿香港提款', ': 妖西至少堅持不退場，哪像林九萬過沒幾天就想退了 哭哭', ': 不懂又在裝懂 哪裡有極激派主導？你看到檯面上有名的幾', ': 乎都溫和泛民', ': ZM大師又在發表高見了，你各位聽仔細啦！', ': 香港年輕人還是很聰明，很多人開始裝VPN，刪過去紀錄轉', ': 移陣地，樂見他們這樣做，留得青山在不怕沒柴燒', ': 台灣戒嚴這麼久才民主化，香港的路才剛開始', ': 你怎麼知道不會有下個習近平？要等到天荒地老？']"
346,[討論] 大家支持收香港人過來嗎？,5/22,"[': 台灣的人口密度已經飽和', ': 接收香港人過來要讓他們住哪裡', ': 學美國簽證審查，申請時交出社群軟體帳號再來審查阿', ': 只要挺港警的都丟出去', ': No thanks', ': 收過來當外勞用啊，只給居留權不給身份證，不能買房買', ': 車考駕照', ': 也不能用健保', ': 只能做臨時工，不得聘為正職', ': 香港人來蓋賽馬場', ': 收進來打砸搶？讓他們進來拆售票機？燒車站？掀地磚？', ': 還是讓他們進來對各個店家做立場審查啊？', ': 可以用新黨，統促黨跟KMT跟他們換嗎？', ': 那換進來後呢？樓上有沒有想過？']"
347,Re: [討論] 國台辦:DPP操弄香港 柯粉:DPP沒種幫香港,5/22,"[': 小波浪是指自己民調', ': 柯黑果然超譯大師', ': 你自己選前說要支持香港，所以別人怎麼說跟你有什麼關', ': 係，國民黨不當煞車皮改找另一塊煞車皮嗎？', ': 我柯應該要激進一點，什麼沒實力不要大小聲，大錯特錯', ': ，就是要嗆聲才有票，又不是執政黨，等等我就打電話跟', ': 那些死發言人說，牠娘的，好像是我柯在當總統一樣，廢', ': 英還在睡', ': >>影／反送中不利選情？<<', ': XDDDDD', ': 我看了至少三遍，明明是說自己民調下降是小波浪，若有人', ': 看不懂，應該是智商問題，我能體諒', ': 用這種斷章取義的新聞稿就別鬧了', ': 要看就要看完整版的聯訪', ': https://imgur.com/xyeFGE2', ': https://i.imgur.com/K7G8PUE.jpg']"
348,[討論] 大家覺得怎樣才叫真正的撐香港?,5/22,"[': 去港式飲茶店用餐', ': 我是覺得騙完就騙完  反正也騙到817', ': 多數人也覺得騙完就算了', ': 解決提出問題的人 如反綠份子', ': 狂買香港腳藥', ': 把柯粉打包丟到香港', ': 沒出兵打下香港把國旗掛上去都是打假球', ': 把9.2丟去香港 換追求自由民主的香港人回來', ': 就算騙票好了 我覺得同時也對香港有利對老共不利', ': 還是因為不介入所以就都不要關心會對香港更有幫助?', ': 把所有反民進黨的打成中共同路人', ': 丟去香港', ': https://i.imgur.com/ALL2R6Z.jpg', ': 經濟制裁 輸出軍火 口頭聲援有多鳥這點台灣自己最清楚', ': 讓中國罵民進黨 就是撐香港', ': 鍵盤支持', ': 票投民進黨就是撐香港', ': 騙完就算了 還要凹沒騙？', ': 中國人就中國人看菸狼粉在那邊撐香港有夠白痴', ': 過多久第二次白癡不介入來了？', ': 偷渡武器給香港，就像當年日本資助國父一樣', ': 多射幾發給香港妹子', ': 沒資助勇武派武器都是假的', ': *武勇', ': 問得好']"
349,[討論] 國台辦:DPP操弄香港 柯粉:DPP沒種幫香港,5/22,"[': 前者是後面的主子 你聽老闆還小弟的?', ': 綠營覺得柯紅的 藍營覺得柯綠的 你覺得是?', ': 藍營哪有覺得柯綠的 XD', ': https://youtu.be/XeKEHryiptY 藍營名嘴也相信是DPP搞的', ': 柯粉超級愛國台辦', ': 藍營哪有覺得柯綠的', ': 你什麼時候看過柯粉反駁國台辦？', ': https://reurl.cc/7XEb81', ': 白海豚都開示過了', ': 台灣人自己的事 什麼時候輪到支那說三道四了?', ': 藍營明明覺得TMD是藍的～', ': 到底是...？', ': 總統府有出來表示阿', ': 廢物講別人每種 笑死人', ': 沒', ': 笑死 就是不敢幫才操弄啊 幫了就不是操弄了 同樣概念', ': 的東西硬要分', ': 他們都有一個共同結論：都是民進黨的錯', ': 其實就是圍魏救趙轉移焦點而已', ': 跟著韓導屁股後面走 真是廢物一個  沒票啦', ': 1.管別國前先管好自己的國家', ': 例如：高房價、高物價、工輔法、礦業法', ': 2.最好八卦的鄉民都柯粉', ': 現在是救經濟紓困比較重要 4月份失業率創7年新高了  之後', ': 還有暑假畢業潮 連工作都找不到了 會理你工輔法 礦業法', ': 別懷疑 認為八卦都柯粉的人還真不少', ': 認為八卦都蟑螂的更多', ': 這個應該是智商問題', ': 蟑螂都抓整串了還整天柯粉柯粉的叫 信仰跟689有得比', ': 我柯應該要激進一點，什麼沒實力不要大小聲，大錯特錯', ': ，就是要嗆聲才有票，又不是執政黨，等等我就打電話跟', ': 那些死發言人說，牠娘的，好像是我柯在當總統一樣，廢', ': 英還在睡', ': 八卦失智列車開起來 一堆...柯柯柯', ': 要相信cf,cf曾開示說反送中是小波浪', ': 跪下來舔就對了', ': 小波浪是指柯自己的民調喔', ': 建議超譯大師檢查一下智力', ': https://i.imgur.com/CeAqHNG.jpg', ': 一個介入 各自表述', ': 兩個都白痴', ': 香港人最好會被DPP操弄啦', ': 有那麼聽話  會想跑來台灣搞甚麼香港國嗎', ': 國台辦拉屎馬上就吃下去也不看一下  五毛真可憐', ': 台灣援助的證據被中共抓到港人反送中馬上被打成台獨', ': 的陰謀，台灣如果要幫也是暗地幫不會在檯面上給你各', ': 位知道 一群低能兒', ': 接抗爭港人來台柯糞還不是照樣反對，人格分裂喔', ': 民進黨可以去操弄到香港人喔', ': 蟑螂就是渣', ': 拿國台辦的話來打台灣人？哇！綠粉真屌！']"
350,[討論] 香港人真的沒辦法了嗎？,5/22,"[': 沒救了 97後就註定完蛋', ': 解放軍或許會怕新冠病毒 不然真的不知道還能怎麼辦', ': 派兵佔領香港就好了 駐港解放軍不到一萬 國軍可以輾壓', ': 笑死人了，一堆香港人開心希望蟑螂掃光光', ': 反送中暴徒作亂，我都不敢去香港']"
351,[轉錄] 王婉諭-你去過香港嗎,5/22,"[': 想到香港青年就好想哭喔！', ': 張其祿也是啊', ': 黨中央大概是被TMD入侵吧', ': 只能關注啊。還能幹嘛', ': 民眾黨不是也有提案嗎 結果柯粉對自己黨提的討論度少', ': 的可憐', ': 我是覺得你問民進黨的  它會告訴你援助港人只能做不能說', ': 結案  所以甚麼港澳條例  不能修  援助方式  秘密', ': 有提啊  yudxs還特地發一篇拉票  笑死  晚時力兩個禮拜', ': 加油', ': 條文一模一樣', ': 樓上有這回事喔，笑死', ': 來台灣殺港女分屍無罪，破洞不補要學台灣嗎?', ': https://lis.ly.gov.tw/billtpc/billtp', ': 搜尋香港澳門關係條例', ': 喔  剛仔細看了一下  還是有點出入啦  要澄清一下', ': tmd一堆議題都抄時力的交差啊XD', ': 找到了，感謝', ': 至少能議題合作', ': 聽說香港人看不起台灣人是真的嗎？', ': https://i.imgur.com/wF7GrYl.jpg', ': https://i.imgur.com/qUYtqTv.jpg', ': https://i.imgur.com/Nsxh6BC.jpg', ': 邱莉絲也發文了 覺得這樣的內容也很不錯', ': https://i.imgur.com/WVqiXOX.jpg', ': 不然台灣省政府已廢省，中興新村給他們當臨時政府所在地。', ': 霧峰省議會當臨時議會，雲林嘉義畫個香港', ': 自治區如何?', ': 只有我覺得香港又髒又擠嗎？', ': 先把台灣國安法廢了，才有資格嘴中共立香港國安法', ': 澳門早就有國安法了，一國兩制很成功', ': 呵欠 怎樣都是中國人 會不會又要來挺香港抹紅惹 呵呵', ': 反滲透快點執行比挺港有用啦', ': 看低能粉在哪挺呵呵', ': 推', ':   兒少處理優先吧～ 不然妳前輩也是到墾丁玩', ': 中國人事物', ': 6推 慘啊', ': 台灣為何從來不可能置身事外??', ': 台灣必定和香港連結??']"
352,[新聞] 國台辦：台獨港獨勾結插手香港事務　勸,5/22,"[': 打臉時力仔', ': 奇怪，關心又沒介入你是在怕什麼？', ': 再次丟槍給小英', ': 還有柯韓糞，主子認證台灣dpp真的有幫香港', ': 明明是關心而不介入', ': 時力不就是要求執政黨發聲明嗎 執政黨也發了你還在氣', ': 啥', ': 現在連關心都有點勉強', ': 關心沒介入 罵屁阿', ': 原來支那人的話可以信', ': 果然紅共綠共一家親', ': 柯粉被打臉', ': 中共：民進黨關心不介入，私下動作一堆；表面講維持現狀', ': ，私下搞台獨~', ': 蔡英文都不用出來 國台辦就幫忙解決了 笑死', ': 這個國台辦單位 明顯智商有問題', ': https://youtu.be/XeKEHryiptY 藍營名嘴很信中共啊 ㄎㄎ', ': 可憐哪', ': 中國一直認定民進黨有介入 幫助民進黨認證反中品牌', ': 在野黨認為沒介入又怎樣 台灣人民都相信阿共的威脅', ': https://i.imgur.com/gyoti8S.jpg', ': 柯粉崩潰']"
353,Re: [討論] 誰會相信民進黨真的會撐香港,5/22,"[': 如果美國民主黨接受境外獻金會是什麼結果﹖', ': 泛民不是沒有接觸﹐沒準還有獻金。', ': 不然你以為黎胖子能撐得下去﹖現在紙媒這麼不景氣。', ': 這麼多年美國民主黨拿的境外獻金還少了？', ': 民主黨從共匪拿的一堆吧', ': https://youtu.be/wHprTNC4jTk', ': https://youtu.be/lE6BRWDMZK4']"
354,[討論] 台灣準備好取代香港了嗎？,5/22,"[': 台灣是一個金融極度管制的國家 外匯也是管制的國家', ': 這種情況下 你要叫台灣如何取代香港?', ': 學香港的關稅嗎', ': 另外，香港與深圳有密切的關係 包括資本進入', ': 那台灣跟深圳有什麼關係？ 台灣如何取代香港？', ': 搞笑，用歐陸法系怎麼搞金融中心？', ': 別想了。1990年開始就喪失機會了。', ': 香港的前身，就是全中國各城市租界區(上海佔大部分', ': ，九江，漢口，重慶也有)的資產階級在戰後逃避赤匪', ': 的聚集地，他們本來就是英國普通法下生活的成員']"
355,[討論] 韓國瑜是先知吧！比817還早提香港村！,5/22,"[': 厲害喔韓導', ': 有部署嗎？', ': 淹水有提早部署嗎?', ': 1450趕快來黑啊', ': 某書店就在高雄開店，高雄也是最多香港人置產的地方，', ': 韓市長只是順應趨勢，817就8+9=17，看不到未來。']"
356,[討論] 大家會願意為了香港自由獨立上戰場嗎?,5/22,"[': 自由要流血啊，台灣人流過了', ': 不願意啊 又不是柯蟑', ': 台灣幫助香港的方法就是守護台灣自由民主啊', ': 講了一千次了 柯粉就是不聽', ': 我想看解放軍坦克把港仔碾過去', ': 台灣人為民主自由流過血了，只是有些人以為民主自由是', ': 與身俱來的', ': 你聽過鄭南榕嗎？', ': 香港是中國的，就像罷韓只能是高雄人。', ': 以前刺蔣什麼的樣樣來，香港人可以勇敢一點嗎', ': 不過他們也蠻慘的，共產黨比國民黨更難對付', ': 智障覺青會', ': 都選完了', ': 2020小綠綠全都過彎了 2022再來討論', ': 關心但不介入喔', ': 台灣人抵抗KMT,發生228刺蔣白色恐怖，以為台灣民主天上掉下?', ': 時力和TMD那麼想介入，不會買機票飛過去喔？']"
